Post,ContainsOrNot
Q: Texas is the best state(: Everything is bigger AND better in Texas!!! Bahah<br>A: hhahahaha okay :) nice opinion.,0
Q: text me(:<br>A: you text mee,0
Q: Text me?<br>A: you text me? haha,0
Q: Thanks :)<br>A: yeppp,0
Q: thanks alot hahaha<br>A: hahah your welcome.,0
Q: Thanks for ditching me on IM on facebook<br>A: sorrrrrrrrrrry.,0
Q: thanks! so are you! :D<br>A: hahah thankyou :),0
Q: that &#39;&#39;chelsea&#39;&#39; girl people were acusing me of fakeing <br>A: i finally got her url- www.myyearbook.com/cheyesexx but my friend justin got it deleted for me :) soooo just sayin  im real :) and that girl was fake.,1
Q: That person VV isn&#39;t daydrien is it?!?!?<br>A: hahahahahahahahahahahahahahahahahahaha nopeee not at the moment. hahaha he was saying stuff like that earlyerr.,0
Q: That wasn&#39;t me<br>A: hmmmmmmmmmmmmmmm,0
Q: That you&#39;re marriiieedddddd):<br>A: hahahahah yeah sorry :) he is my husband,0
Q: That&#39;s okay; I have Aidan(:<br>A: awhhh :) good,0
Q: Then report Cheyenne if your the real deal!!!! Vvv btw your cute jbatman (;<br>A: hahah yeah he is my husband :) and i willl!!!!!!!!!!!!! thankyou :D,0
Q: They&#39;re called skinny jeans. NOT make you skinny jeans.<br>A: okayyyyyyy? hahahaha. im not fat?,1
Q: this is a place for QUESTIONS  try asking some.r will you do me?r what color of condom?r kidding. but really.<br>A: screw you.r and stop texting me.r and probably go fall down some stairs.,1
Q: this one and the one about boys at six flags flirting with you that were older  yeah that&#39;s too<br>A: haha okayyy the only one about six flags was with me and nicky  name another :),0
Q: thumbs up!r i just realize our sig pic is thumbs up! well mostly you xD<br>A: yeppppppppppppppppppp,0
Q: To all the people saying that Tabi is fake: Shut your faces. She isn&#39;t fake  I know for a fact.<br>A: thanks!!!! who the eff is this cheyene chick they are talking about??,0
Q: To all the people who were rude to tabi on here you can just shut up.clearly your too stupid to realize it but this is a place to ask her questions not be a complete bitch to her.tabi:do you prefer white or wheat bread?<br>A: lmfao hahahahahhah who ever said tha is my hero! but umm i loke white better :),1
Q: To the question below  when you said: im not fat? Arent you suppose to say I&#39;m not fat  PERIOD? Cause if you put a question mark your saying your fat. DUMMY.<br>A: ummmm actually im saying im not fat likee in your stupid for saying that.r *dummie,1
Q: told u he was a douche<br>A: welll,1
Q: ttabaabiii!1!!!!!?!?!?!?i loooovvvveee youuu!!!!!!!<3yayaay soooo....hmhmhnhmYYEESS i thought ofa question!!here goeez:::::what is your favorite BOOK!!!??*!@lockerbudddie@!*<br>A: hahahahahahahahahahahhahahahaha  i recently read the weight of silence  and its really a good book.r *lover buddies for life **,0
Q: u so made up tht guy jaybee<br>A: haha i did? lmfao  i have better things to do.,0
Q: uhh i thought this was for questions sooooo heres a question i guess.haha icecream or brownies for the rest of your life? (only 1)<br>A: thank you! oooooohhh hot brownies right out of the oven :D,0
Q: uhm no anonimus person. maybe you needa lose some homo.<br>A: huh?? haha what,1
Q: Uhmm ... I LOVE how you people are like quit being anonoymous ... and then someone saying that Jack needs to grow a pair ..... REALLL COOOL  :) .... <3 Amberr<br>A: hahahhaahhahahahahahahahaahahahahahahahaha.yeahhh,1
Q: Ur BEAUTIFUL! :)<br>A: :D thankyou!!! so are you! seriously!,0
Q: ur coooooool<br>A: thank you.,0
Q: Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof<br>A: oh please give me the links  that makes me really upset people are using my stuff  i sorta do have proof  i have videos from school  and to sign lanugage videos  and all my family is friends with me on it and people from school  but  tell me to make proof i will  but give me links?,1
Q: Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof<br>A: well i pretty much have proof  and haha im reall as can be,1
Q: Ur Fiit :)r<br>A: :) hahah thanksss,0
Q: ur not even really marred????? that guy is a fagit u 2 r not even goin out?? i dont get the big deal<br>A: ummmmmmmmmmmmmm? i think im aware that we werent really married haha im 14  and its not that big of a deal  and if you dont get it your not part of it ssooo you dont need to understand :),1
Q: ur not that pretty... and u think that ur the prettiest girl..wow its stupid..<br>A: your evil  go be rude somewhere else  i dont even think im pretty,1
Q: Uuhh did you really add a random guy you don&#39;t know and now you talk to him all the time? That&#39;s a little desprate/ creepy cough<br>A: haha okay.,1
Q: Vampire weekend song  happy mood  and sad mood<br>A: hahahaha hmmmm thats sorta hard to choose. i dont listen to them very much.,0
Q: VAMPIRE WEEKEND!<br>A: :))))))))))))))))))))),0
Q: Vv ouch </3 to me  hey I&#39;m going to sleep.  Please ignore my texts. And tonight don&#39;t call. Talk to you tomorrow...I guess<br>A: :/ ugh.. why are you doing this again?,0
Q: Vvv I&#39;m sorry but I have a wife<3 Tabitha isn&#39;t a fake(: omfg! Let&#39;s make a song! An name it &quot;Tabitha Isnt A Fake So Fuck Off Anonmous You Have No Life Haha&quot;<br>A: hhahahaahhaahaha  sounds like a good song. lmfao i litterally laughed at my computer for like 3 miniets  and my sister was like wtf,1
Q: vvvvvvvummmmmmmmm<br>A: yeah idk either  i honestly think its that person we were just talking about  the one that annoys you,0
Q: Wait my phone?  -dakota<br>A: hahahaha yeahhhhhhhhhhhhhhhhh member when i was makin cup cakes and he like would text me and be like hey its day and im like hi and we would talk for a min then all asudden it was you and id be like wtf in my mind,0
Q: wait sooo is there like a lot to tell me?<br>A: mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm yeah,0
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,0
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures  :) thankyou i would really apriciate it.,0
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,1
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures  :) thankyou i would really apriciate it.,0
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja i have a face book to  ask for it. I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,0
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio.I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures. i have a myspace/facebook,1
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no i am tabitha jai locascio  im pretty sure this cheyenne is a fake  so please send me a link so i can check it out  i have amyspace and a facebook.,0
Q: Wanna have kids before youu2019re 30?:<br>A: nope. im not getting married and im killing myself when im 32,1
Q: well fine  cutest boy you know?<br>A: hmm.r my husband.,0
Q: well i was just asking if she was fake because she looks like one of those fake scene girls <br>A: hahaha well im not lmao,1
Q: well w.e. its obvious he is a player so i think its funny u got played<br>A: haha okay. i think its funny i dont care.,0
Q: well wat if he asks u out  would say yes or NO cause u like pryce :D<br>A: i never said i liked pryce.,0
Q: Were you a Michael Jackson fan?<br>A: ummm  im not sure. i guess,0
Q: were you honest when you said  i could never leave your bed?<br>A: wake me up and let me no your alive. <3 r haha good song.r who is this?,1
Q: What 3 things do you think will become obsolete in the next ten years?<br>A: sheos  hate  medication,0
Q: What are your symptoms when you have fallen for someone?<br>A: ;),0
Q: What do you think JUstin?<br>A: waaaiiiitttt what?,0
Q: What does your last text say?r<br>A: seriously me to  it drives me crazy :(,0
Q: What if god was one of us?<br>A: samantha shut up and stop stalking my form spring. you always do lmao,0
Q: what if it was realllyy hott out?:D still hot brownies or ice cream:O<br>A: ohhh your making my life soo hard!!!!!! ummmmm still brownie   WAIT ANY FLAVOR OF ICE CREAM?????? change my mind. i was thinking plain vanilla but if its any flavor  RASEBERRY CHEESECAKE,0
Q: what is the definition of a hate relationship? does it mean the hate is both ways cause im pretty sure i would smite you with righteous fury bra dont be hatin<br>A: okaaaaayyy,0
Q: What is the kindest  most generous act you&#39;ve ever done?<br>A: ohhh i dont no whats with these super hard questions,0
Q: What is the most important quality in a person or friend?<br>A: i'd say honesty,0
Q: What is the most impressive thing you&#39;ve ever done or been a part of?<br>A: ummm  im not sure haha i dont find anything i do impressive,0
Q: What is the nicest thing you&#39;ve ever done and the worst thing you&#39;ve ever done<br>A: ummmmmmm  im not sure about the nicest. but ive tourn someone down with words pretty well. so thats the worst.,0
Q: what is the thing that annoyes you most???<br>A: liers.,0
Q: What music are you listening to today?<br>A: covers by my favorite guy ever.,0
Q: What was me? :)<br>A: hahahahaa nevermind,1
Q: What was the best job you&#39;ve ever had?<br>A: zerooooo,0
Q: What was the most interesting place you&#39;ve traveled to?<br>A: mmmmmmm,0
Q: What was the worst place you&#39;ve traveled to?<br>A: your moms house,0
Q: What was your favorite toy to play with as a child?<br>A: ummmmm im not sure,0
Q: What was your favorite year?<br>A: last year <3 7th grade,0
Q: What would be the best thing about being a vampire?<br>A: not showing up in pictures,0
Q: What would your dream job look like?<br>A: look like? pretty.,0
Q: What YouTube video made you laugh recently?<br>A: a nevershoutnever video,0
Q: What&#39;s the best place near you to get a drink?<br>A: my fridge,0
Q: What&#39;s the nicest thing someone&#39;s ever done for you?<br>A: the nicest thing someone has ever done for would probaly be  when sam my sister just told me for no reason that i was a really good person and stuff,0
Q: What&#39;s your biggest phobia?<br>A: oh EASYYY!!!!r ventrilaquist dummies  you no with the to lines by the mouth and stuff and a ventrilaquist makes the talk  i am deathly afriad.,0
Q: What&#39;s your dream car?<br>A: hippi van,0
Q: What&#39;s your earliest memory?<br>A: umm idkk..,0
Q: whatever your a fake  and have nothing good to do with your life.<br>A: hahahahahha okay.,1
Q: whats the worst thing to ever happen to you<br>A: umm i well there is alot of bad things that have happened  but i like to look at them as good things that made me who i am  so  there isnt a worst.,0
Q: whats wrong chicken little?<br>A: lmao  just stuffffffffff,1
Q: whats wrong?<br>A: im just a littla down  its okay :),0
Q: Whatu2019s the most important part of a relationship in your opinion?r<br>A: honesty  respect for your partner,0
Q: when did you wear your first pair of skinny jeans?<br>A: haha ummm  6th grade. like the middle of the year but i only wore them sometimes cuz i only had one pair. now its all i wear since 7th,0
Q: when they mean fake  they mean your attitude is fake and your personality  not if shes dead or alive..um just saying ppl.<br>A: hahahahahaha funny jordin  thats not what they mean  they are meaning i am useing someone else pictures and not my own so stfu okay?,1
